"DOY" "Depth" "CHL"
289 99.4 0.3
289 115.1 0.26
289 124.9 0.16
289 135.4 0.11
289 151.7 0.06
289 175.9 0.03
314 10.5 0.1
314 10.5 0.11
314 10.1 0.1
314 25.5 0.1
314 25.5 0.09
314 25 0.1
314 45.1 0.1
314 45.5 0.1
314 45.4 0.09
314 75.2 0.1
314 75.4 0.1
314 75.9 0.1
314 103.9 0.21
314 103.6 0.2
314 103.4 0.2
314 131.2 0.15
314 129.3 0.17
314 127.8 0.16
314 144.9 0.09
314 176.3 0.02
315 5.5 0.11
315 25.3 0.1
315 45.3 0.11
315 74.6 0.11
315 82.9 0.19
315 98.7 0.24
315 113 0.22
315 123.2 0.17
315 132.7 0.1
315 148.4 0.02
315 175.7 0.01
354 10.2 0.1
354 10 0.1
354 9.8 0.1
354 25.1 0.08
354 24.9 0.09
354 25.1 0.1
354 45.4 0.12
354 45.2 0.12
354 45.6 0.13
354 74.6 0.15
354 74.5 0.14
354 74.1 0.15
354 100.7 0.21
354 100.6 0.19
354 100.6 0.22
354 126 0.18
354 125.7 0.18
354 125.4 0.19
354 149 0.05
354 179.8 0.01
355 4 0.1
355 44.8 0.09
355 59.9 0.11
355 77 0.23
355 85.9 0.22
355 114.7 0.04
355 123.5 0.03
355 134.1 0.02
355 150.9 0.01
355 176.2 0.01
22 4.7 0.11
22 4.6 0.09
22 4.6 0.08
22 24 0.09
22 24.2 0.1
22 23.9 0.09
22 44.9 0.09
22 44.9 0.09
22 44.9 0.09
22 75 0.15
22 74.9 0.15
22 75.1 0.15
22 98.4 0.19
22 98.4 0.19
22 99.3 0.18
22 125.2 0.21
22 125.2 0.22
22 125.2 0.21
22 149.2 0.07
22 174 0.05
23 4 0.12
23 43.5 0.13
23 59 0.13
23 73.7 0.15
23 84.2 0.19
23 101.2 0.23
23 115.7 0.23
23 124.5 0.13
23 134.7 0.12
23 149.5 0.09
23 177.7 0.03
56 3.2 0.07
56 3.2 0.07
56 3.3 0.07
56 25.1 0.07
56 25.1 0.07
56 25 0.07
56 43.6 0.11
56 43.7 0.12
56 43.7 0.11
56 74.4 0.19
56 74.4 0.19
56 74.4 0.18
56 97.8 0.23
56 97.9 0.21
56 97.8 0.2
56 123.4 0.04
56 123.6 0.04
56 123.7 0.04
56 149.9 0.01
56 177 0.01
57 4.1 0.07
57 3.9 0.07
57 44.3 0.09
57 58.8 0.1
57 74.2 0.15
57 84.6 0.16
57 99.7 0.2
57 114.1 0.21
57 123.6 0.2
57 134.7 0.22
57 151.5 0.23
57 178.1 0.08
80 6.8 0.07
80 6.7 0.07
80 6.9 0.07
80 24.6 0.08
80 24.4 0.07
80 24.2 0.08
80 44.7 0.09
80 44.8 0.1
80 45.1 0.09
80 74.3 0.09
80 73.9 0.09
80 73.9 0.09
80 99.9 0.32
80 100 0.29
80 100.2 0.31
80 123.8 0.17
80 123.8 0.18
80 123.4 0.18
80 148.7 0.07
80 174.5 0.04
81 6.1 0.08
81 24.3 0.09
81 58.3 0.08
81 74.5 0.09
81 85.1 0.11
81 98.1 0.13
81 115.4 0.17
81 124 0.2
81 133.6 0.19
81 153.7 0.27
81 176.3 0.06
112 3.8 0.09
112 3.9 0.07
112 3.9 0.07
112 23.1 0.09
112 23.1 0.08
112 23.1 0.08
112 44.2 0.07
112 44 0.08
112 44 0.07
112 73.4 0.15
112 73.4 0.15
112 73.4 0.16
112 98.6 0.24
112 98.5 0.24
112 98.4 0.24
112 123.7 0.2
112 123.6 0.2
112 123.6 0.2
112 148.3 0.09
112 174.1 0.04
113 4.4 0.07
113 24.1 0.06
113 44.5 0.06
113 59.2 0.07
113 74.1 0.11
113 84.6 0.14
113 99.4 0.18
113 114.9 0.28
113 124.5 0.23
113 133.7 0.24
113 148.5 0.17
113 174 0.07
140 4.7 0.06
140 4.6 0.06
140 4.7 0.06
140 24.2 0.07
140 24.2 0.07
140 44.4 0.07
140 44.5 0.07
140 44.5 0.07
140 74.2 0.11
140 74.2 0.11
140 74.3 0.11
140 99 0.17
140 99.1 0.17
140 99.1 0.17
140 124.6 0.22
140 124.6 0.21
140 124.6 0.22
140 149.5 0.1
140 174.8 0.03
141 3.9 0.05
141 24.4 0.07
141 43.6 0.07
141 58.8 0.11
141 74 0.13
141 83.7 0.16
141 99 0.2
141 113.6 0.29
141 123.7 0.25
141 134.2 0.19
141 148.7 0.16
141 173.5 0.06
168 4 0.07
168 4 0.06
168 3.9 0.07
168 24.3 0.08
168 24.3 0.07
168 24.3 0.06
168 44.2 0.09
168 44.3 0.09
168 44.2 0.09
168 74.4 0.15
168 74.3 0.14
168 74.3 0.14
168 99.5 0.2
168 99.5 0.21
168 99.6 0.2
168 124.4 0.16
168 124.4 0.16
168 124.3 0.15
168 149.2 0.08
168 174.8 0.04
169 4.5 0.07
169 24.1 0.09
169 43.5 0.1
169 58.8 0.11
169 72.8 0.13
169 83.9 0.15
169 98.8 0.18
169 114.2 0.25
169 123.9 0.23
169 133.7 0.13
169 149 0.06
169 174.6 0.03
196 4.9 0.07
196 25.1 0.08
196 43.4 0.08
196 60 0.1
196 84.5 0.15
196 99.6 0.22
196 114.4 0.26
196 124.9 0.26
196 135.5 0.28
196 149.7 0.16
196 174.8 0.05
230 5 0.09
230 25.1 0.1
230 45.9 0.11
230 45.9 0.11
230 74.7 0.15
230 74.7 0.15
230 100.6 0.24
230 100.4 0.21
230 123.5 0.25
230 134.4 0.19
230 149.7 0.12
230 175.5 0.07
230 5.2 0.08
230 5.2 0.07
230 5.1 0.08
230 24.6 0.08
230 24.6 0.08
230 24.6 0.08
230 45.7 0.11
230 45.6 0.11
230 45.6 0.11
230 74.6 0.14
230 74.6 0.13
230 99.2 0.32
230 99.1 0.29
230 99 0.31
230 124.3 0.15
230 124.4 0.15
230 124.3 0.14
230 149.3 0.08
230 175 0.03
273 4.8 0.05
273 4.8 0.07
273 4.8 0.05
273 24.9 0.06
273 24.8 0.05
273 24.8 0.07
273 44.4 0.07
273 44.3 0.07
273 44.2 0.07
273 73.8 0.13
273 73.9 0.13
273 73.9 0.14
273 99.7 0.24
273 99.6 0.27
273 99.8 0.25
273 125.5 0.21
273 125.6 0.2
273 125.7 0.22
273 149.3 0.11
273 175.5 0.03
274 4.6 0.06
274 24.5 0.06
274 44.4 0.06
274 74.1 0.14
274 85.6 0.19
274 100.3 0.24
274 114.5 0.25
274 124.4 0.21
274 135.6 0.14
274 150.5 0.07
274 175.2 0.03
305 5.1 0.14
305 5 0.14
305 4.9 0.15
305 25.2 0.13
305 25.4 0.13
305 25.3 0.15
305 46.5 0.15
305 46.5 0.14
305 46.3 0.15
305 74.7 0.17
305 74.7 0.2
305 99.3 0.25
305 99.5 0.23
305 99.3 0.24
305 125.6 0.14
305 125.6 0.15
305 125.3 0.14
305 150 0.09
305 176.4 0.03
306 4.8 0.11
306 25.9 0.12
306 44.3 0.15
306 59.5 0.19
306 74.5 0.2
306 85.9 0.23
306 100.8 0.24
306 113.7 0.18
306 123.9 0.14
306 134.5 0.13
306 150.5 0.07
306 176.4 0.03
333 5 0.07
333 24.7 0.06
333 45 0.09
333 59.4 0.12
333 75 0.25
333 84.8 0.33
333 99.3 0.29
333 115 0.16
333 124.8 0.14
333 135.2 0.11
333 150 0.08
333 174.3 0.02
333 4.8 0.07
333 4.8 0.07
333 4.7 0.07
333 25 0.07
333 25 0.07
333 25 0.07
333 44.9 0.08
333 45.2 0.07
333 45.2 0.07
333 76.1 0.2
333 76.1 0.21
333 76 0.21
333 99.2 0.29
333 99.3 0.27
333 99.3 0.28
333 124.5 0.15
333 124.6 0.15
333 124.6 0.17
333 150 0.08
333 175.7 0.01
356 4.9 0.15
356 25 0.13
356 45.1 0.14
356 59.7 0.14
356 74.7 0.15
356 85.3 0.31
356 100.5 0.21
356 116.5 0.11
356 124.3 0.07
356 134.5 0.04
356 149.2 0.02
356 176.7 0.01
356 5 0.12
356 5.1 0.14
356 5 0.13
356 24.5 0.13
356 24.3 0.13
356 24.4 0.13
356 45 0.13
356 44.9 0.13
356 44.9 0.14
356 76.1 0.15
356 76.1 0.15
356 76.1 0.14
356 100.7 0.24
356 100.6 0.25
356 100.4 0.25
356 124.2 0.05
356 124.8 0.06
356 124.7 0.06
356 150.1 0.01
356 176.9 0.01
33 4 0.12
33 24.7 0.11
33 45.4 0.12
33 60.5 0.12
33 75.6 0.2
33 84.9 0.28
33 100 0.22
33 116.3 0.1
33 125.7 0.11
33 135.8 0.1
33 151.1 0.03
33 175.5 0.01
33 4.9 0.12
33 5 0.14
33 5 0.13
33 24.9 0.14
33 25.1 0.13
33 25.1 0.12
33 45.1 0.14
33 44.9 0.14
33 74.4 0.18
33 73.9 0.18
33 74.5 0.16
33 100.3 0.09
33 100.6 0.1
33 100.3 0.1
33 125 0.06
33 125 0.06
33 125 0.06
33 151 0.01
33 174.7 0.01
64 5.3 0.06
64 25.2 0.08
64 44.7 0.07
64 59.7 0.11
64 74.5 0.22
64 84.9 0.32
64 99.8 0.23
64 115.1 0.13
64 124.5 0.08
64 135.2 0.08
64 149.7 0.03
64 174.4 0.02
64 5.5 0.08
64 5.5 0.07
64 25 0.08
64 24.9 0.07
64 25.1 0.09
64 45 0.1
64 44.4 0.1
64 44.4 0.1
64 75 0.16
64 74.9 0.14
64 75 0.15
64 99.4 0.21
64 99.5 0.2
64 99.6 0.2
64 125.7 0.1
64 125.4 0.12
64 125.3 0.11
64 150 0.04
64 173.9 0.01
139 7.6 0.06
139 24.8 0.07
139 44.4 0.08
139 59.9 0.11
139 75.2 0.14
139 84.2 0.16
139 100.9 0.2
139 113.8 0.28
139 125.5 0.31
139 134.6 0.28
139 150 0.17
139 174.8 0.09
139 13.7 0.07
139 13.7 0.06
139 13.4 0.07
139 25.7 0.06
139 25.9 0.07
139 25.9 0.06
139 43.2 0.08
139 43.2 0.08
139 43.2 0.08
139 76.4 0.12
139 76.2 0.12
139 75.9 0.14
139 100.3 0.24
139 99.9 0.23
139 99.8 0.24
139 124.1 0.24
139 124.5 0.24
139 124.4 0.22
139 149.7 0.11
139 175 0.09
166 6.8 0.06
166 25.3 0.08
166 45.6 0.09
166 60.4 0.1
166 74.6 0.13
166 84.7 0.15
166 100.3 0.2
166 114.6 0.39
166 124.7 0.41
166 135.2 0.27
166 150.2 0.11
166 175.3 0.03
166 13.3 0.08
166 13.5 0.07
166 13.5 0.07
166 25.2 0.07
166 25 0.07
166 24.9 0.07
166 43.8 0.1
166 43.7 0.1
166 43.7 0.1
166 74.9 0.15
166 75.2 0.15
166 75.2 0.15
166 99.7 0.37
166 99.5 0.36
166 99.5 0.39
166 125.1 0.2
166 125 0.18
166 125.1 0.19
166 149.8 0.03
166 175.5 0.02
198 5 0.06
198 25.3 0.06
198 44.8 0.07
198 59.6 0.11
198 75.1 0.15
198 85.4 0.18
198 99.6 0.21
198 115.2 0.24
198 124.8 0.23
198 134.4 0.22
198 150.1 0.13
198 175.1 0.05
198 4.9 0.06
198 4.9 0.06
198 4.9 0.06
198 25.5 0.06
198 25.5 0.06
198 25.4 0.06
198 45.6 0.06
198 45.3 0.07
198 45.3 0.06
198 75.4 0.13
198 75.1 0.12
198 75 0.13
198 100.6 0.18
198 100.6 0.18
198 100.6 0.18
198 125 0.22
198 125 0.21
198 125 0.2
198 150.1 0.12
198 174.8 0.03
226 5 0.06
226 25.3 0.06
226 44.4 0.07
226 61.1 0.11
226 74.8 0.15
226 84.8 0.24
226 99.7 0.27
226 115.3 0.33
226 124.8 0.29
226 134.9 0.21
226 151.5 0.16
226 178.9 0.08
226 4.8 0.05
226 4.8 0.06
226 4.8 0.07
226 24.9 0.07
226 24.9 0.07
226 24.9 0.06
226 45.5 0.06
226 45.5 0.07
226 45.5 0.07
226 75.3 0.15
226 75.3 0.15
226 75.3 0.17
226 100.1 0.3
226 100.1 0.3
226 100.1 0.27
226 125.3 0.2
226 125.2 0.19
226 125.1 0.23
226 150.1 0.12
226 175.8 0.08
253 7.2 0.11
253 24.6 0.12
253 34.1 0.18
253 44 0.25
253 59.2 0.27
253 74.6 0.32
253 84.7 0.3
253 99.9 0.26
253 114.8 0.12
253 123 0.13
253 134.9 0.1
253 150.2 0.07
253 174.3 0.06
253 5.5 0.16
253 5.6 0.15
253 5.7 0.13
253 23.9 0.16
253 24 0.14
253 23.9 0.17
253 44.8 0.21
253 44.8 0.21
253 44.8 0.2
253 76.3 0.27
253 76.4 0.28
253 76.1 0.28
253 98.1 0.21
253 98.3 0.18
253 98.1 0.19
253 123.3 0.11
253 123.3 0.12
253 123.5 0.14
253 149.4 0.08
253 174.3 0.04
281 8.3 0.1
281 26.3 0.11
281 44.2 0.1
281 60.7 0.09
281 74.8 0.1
281 85.9 0.11
281 100.8 0.27
281 115.5 0.24
281 125.6 0.22
281 135.5 0.2
281 151.6 0.08
281 175.9 0.02
282 7.6 0.09
282 7.6 0.1
282 8 0.09
282 25.5 0.1
282 25.9 0.09
282 25.2 0.11
282 45.6 0.1
282 45.6 0.11
282 45.8 0.09
282 75.7 0.22
282 75.4 0.23
282 75.3 0.27
282 100.5 0.3
282 100.5 0.27
282 100.2 0.26
282 125.5 0.16
282 125.6 0.13
282 125.4 0.14
282 151.3 0.04
282 174.1 0.01
316 4.5 0.09
316 23.9 0.1
316 42.9 0.1
316 58.6 0.12
316 72.9 0.15
316 83.1 0.23
316 96.5 0.24
316 113.8 0.2
316 123.1 0.18
316 132.8 0.09
316 147.8 0.05
316 173.3 0.03
316 9.1 0.11
316 9 0.11
316 9.2 0.11
316 24.3 0.11
316 24.5 0.1
316 43.5 0.09
316 43.5 0.1
316 43.5 0.1
316 73.6 0.13
316 73.6 0.14
316 99 0.26
316 99 0.28
316 124 0.15
316 123.8 0.16
316 123.8 0.16
316 148.8 0.09
316 174.7 0.04
347 5.2 0.09
347 25.3 0.09
347 44.6 0.11
347 60 0.15
347 75.1 0.19
347 84.8 0.23
347 99.9 0.28
347 115.6 0.19
347 125.1 0.16
347 136.4 0.08
347 151 0.02
347 5 0.09
347 5 0.09
347 5 0.09
347 25.1 0.09
347 25.2 0.09
347 25.2 0.09
347 44.4 0.11
347 44.5 0.1
347 44.5 0.12
347 76 0.19
347 75.7 0.15
347 75.8 0.15
347 100.9 0.26
347 100.8 0.25
347 100.8 0.27
347 124.8 0.21
347 124.9 0.22
347 125.1 0.21
347 149.2 0.09
347 178.7 0.03
25 7.9 0.11
25 7.6 0.11
25 7.7 0.12
25 25.1 0.12
25 25.3 0.12
25 24.7 0.11
25 46.9 0.11
25 46.9 0.11
25 46.9 0.11
25 74.1 0.12
25 74.6 0.12
25 74.8 0.12
25 100 0.13
25 100 0.13
25 100.4 0.13
25 125.5 0.28
25 125.4 0.29
25 125.2 0.27
25 149.8 0.22
25 175.7 0.05
26 8.3 0.15
26 25.6 0.15
26 45 0.15
26 59.9 0.16
26 76 0.16
26 85.6 0.16
26 99.7 0.18
26 114.4 0.18
26 135.4 0.14
26 151.5 0.11
26 175.9 0.04
46 7.5 0.13
46 24.1 0.15
46 46.9 0.13
46 59.5 0.13
46 75.3 0.12
46 84.4 0.12
46 100.5 0.16
46 112.9 0.21
46 124.3 0.13
46 137 0.12
46 149.9 0.07
46 175 0.02
46 10.3 0.14
46 9.8 0.14
46 10.3 0.15
46 24.4 0.14
46 24.4 0.14
46 24.6 0.14
46 45.1 0.15
46 45.3 0.15
46 45.3 0.15
46 73.8 0.29
46 73.9 0.29
46 73.9 0.3
46 100.2 0.15
46 100.4 0.15
46 125.1 0.07
46 125.3 0.06
46 125.1 0.06
46 149.8 0.03
46 177 0.01
69 10.6 0.09
69 25.6 0.09
69 46.8 0.13
69 61.7 0.14
69 75.9 0.15
69 86 0.15
69 102.4 0.21
69 115.8 0.25
69 124.7 0.27
69 136.7 0.22
69 151.9 0.11
69 172.2 0.04
69 5.5 0.1
69 5.7 0.11
69 5.4 0.11
69 25 0.12
69 24.5 0.12
69 24.5 0.13
69 46.5 0.11
69 46.3 0.11
69 46.2 0.11
69 76 0.12
69 75.5 0.12
69 75.5 0.12
69 100.4 0.21
69 100 0.21
69 99.7 0.21
69 123.9 0.3
69 123.1 0.26
69 123.1 0.25
69 150 0.15
69 173.6 0.03
92 10.3 0.12
92 25.5 0.12
92 43.1 0.13
92 60.7 0.19
92 75.9 0.26
92 85.6 0.3
92 101.9 0.3
92 114.4 0.3
92 126.7 0.21
92 132.6 0.17
92 150.2 0.13
92 169.6 0.07
92 6.6 0.11
92 6.4 0.11
92 6.2 0.11
92 25.2 0.12
92 25.3 0.1
92 25.5 0.11
92 45.2 0.12
92 45.4 0.12
92 45 0.13
92 75.7 0.28
92 75.7 0.3
92 75.6 0.29
92 100.3 0.32
92 100.5 0.31
92 100.5 0.31
92 124.5 0.16
92 124.4 0.16
92 124.3 0.16
92 149.7 0.06
92 176.3 0.04
147 25 0.07
147 45 0.08
147 59.8 0.11
147 74.3 0.13
147 85.7 0.3
147 101.1 0.21
147 114.2 0.3
147 124.7 0.22
147 134.8 0.18
147 150.2 0.11
147 175.8 0.07
147 7.5 0.07
147 7.2 0.07
147 7.3 0.07
147 26.6 0.06
147 26.2 0.06
147 26.5 0.06
147 46.3 0.08
147 46.3 0.09
147 46.4 0.08
147 75.9 0.14
147 75.5 0.13
147 76.3 0.14
147 101.4 0.27
147 101.3 0.25
147 101.2 0.27
147 124.3 0.2
147 124.4 0.22
147 124.6 0.22
147 150.4 0.1
147 176.2 0.03
148 95.6 0.43
165 8.1 0.05
165 24.9 0.06
165 45.6 0.07
165 59.3 0.08
165 74.6 0.11
165 85 0.13
165 115.1 0.23
165 125.1 0.21
165 135.3 0.18
165 149.5 0.15
165 175.4 0.05
165 7.9 0.06
165 8.1 0.06
165 8.2 0.07
165 25.2 0.06
165 25.2 0.06
165 25 0.06
165 46 0.09
165 46 0.08
165 46 0.07
165 76.1 0.1
165 76.1 0.1
165 76.1 0.11
165 101.2 0.14
165 100.8 0.15
165 100.9 0.15
165 125 0.21
165 125.4 0.23
165 124.9 0.2
165 150.9 0.11
165 176.6 0.04
194 7.3 0.06
194 24.1 0.07
194 43.9 0.08
194 60 0.15
194 75 0.21
194 84.7 0.22
194 99.8 0.22
194 115.8 0.21
194 124.9 0.16
194 134.2 0.14
194 149.7 0.07
194 174.8 0.05
194 6.2 0.07
194 6.7 0.07
194 6.9 0.06
194 26.3 0.07
194 26.3 0.07
194 45.5 0.06
194 45.6 0.07
194 45.4 0.08
194 74.9 0.13
194 74.6 0.13
194 75 0.13
194 100.8 0.22
194 100.7 0.21
194 100.7 0.22
194 125.4 0.07
194 125.3 0.08
194 125.5 0.07
194 149.8 0.04
194 174.5 0.03
221 24.4 0.06
221 45.6 0.16
221 60.3 0.24
221 74.2 0.31
221 84.9 0.26
221 100.8 0.17
221 114.5 0.12
221 124.4 0.09
221 135.6 0.07
221 149.4 0.05
221 173.9 0.03
221 8 0.06
221 8.3 0.06
221 8.4 0.07
221 25.1 0.06
221 25.1 0.06
221 25.1 0.06
221 44.8 0.13
221 45 0.12
221 45 0.12
221 75.4 0.23
221 75.6 0.22
221 75.3 0.21
221 101.4 0.26
221 101.5 0.23
221 101.3 0.29
221 125.5 0.09
221 125.6 0.1
221 125.7 0.09
221 150.1 0.03
221 175.1 0.03
259 5.2 0.07
259 25.4 0.07
259 45.8 0.09
259 60.3 0.12
259 75.2 0.15
259 85.8 0.15
259 100.7 0.14
259 116.3 0.25
259 124.5 0.18
259 135 0.1
259 152.6 0.04
259 174.2 0.02
259 6.4 0.06
259 6.4 0.07
259 6.3 0.07
259 26.3 0.07
259 26.3 0.07
259 26.3 0.07
259 46.2 0.08
259 46.2 0.09
259 46.1 0.09
259 75.5 0.15
259 75.5 0.14
259 75.6 0.13
259 100.6 0.19
259 100.8 0.2
259 100.8 0.2
259 125.3 0.19
259 125.3 0.21
259 125.3 0.19
259 150.4 0.05
259 175.7 0.02
294 6.5 0.07
294 23.8 0.08
294 45.2 0.11
294 59.6 0.14
294 75.3 0.16
294 85.8 0.18
294 99 0.26
294 114 0.23
294 123.4 0.17
294 133.4 0.15
294 151.8 0.06
294 173.9 0.03
294 8.8 0.09
294 8.7 0.08
294 8.7 0.09
294 25.6 0.09
294 25.3 0.08
294 25.3 0.08
294 45.1 0.11
294 45.1 0.1
294 45.1 0.1
294 74.4 0.15
294 73.6 0.15
294 74.5 0.15
294 101.2 0.24
294 101 0.25
294 101.4 0.25
294 126 0.15
294 126 0.15
294 126 0.15
294 151.6 0.1
294 173.6 0.03
313 6.9 0.07
313 25.5 0.07
313 44.8 0.09
313 60.2 0.1
313 74.4 0.19
313 85.9 0.24
313 100.7 0.24
313 114.7 0.16
313 124.6 0.14
313 134.3 0.09
313 151 0.05
313 175.1 0.02
313 6.9 0.07
313 6.9 0.08
313 6.9 0.07
313 25.3 0.07
313 25 0.07
313 25 0.07
313 45.6 0.07
313 45.4 0.07
313 45.5 0.08
313 76.7 0.09
313 76.4 0.09
313 76.1 0.07
313 101.1 0.22
313 101 0.21
313 100.8 0.21
313 125.8 0.19
313 125.5 0.18
313 124.8 0.19
313 150.1 0.06
313 175 0.02
344 6.3 0.12
344 23.4 0.11
344 42.9 0.11
344 61 0.11
344 73.2 0.11
344 86.7 0.12
344 99.9 0.21
344 114.5 0.21
344 125.3 0.2
344 133.7 0.15
344 150.8 0.08
344 175.7 0.04
344 8.4 0.1
344 8.2 0.1
344 9 0.1
344 23.7 0.1
344 24.1 0.1
344 23.7 0.09
344 44.3 0.1
344 45.4 0.1
344 44.6 0.12
344 75.1 0.13
344 74.9 0.12
344 75 0.13
344 101 0.2
344 100.9 0.19
344 101 0.21
344 126 0.1
344 127.2 0.1
344 125.7 0.1
344 150.6 0.11
344 175.6 0.02
38 4.4 0.09
38 24.6 0.1
38 44.9 0.09
38 60 0.09
38 74 0.11
38 84.9 0.11
38 99.2 0.11
38 114.4 0.22
38 125.1 0.17
38 134 0.15
38 148.2 0.06
38 174.3 0.02
38 5.1 0.09
38 5.2 0.1
38 5.1 0.1
38 24.6 0.09
38 24.6 0.09
38 24.6 0.1
38 45.1 0.09
38 45.2 0.1
38 75.4 0.2
38 75.5 0.18
38 75.5 0.2
38 101.3 0.14
38 101.7 0.13
38 100.8 0.14
38 123.9 0.04
38 124 0.04
38 123.4 0.03
38 149 0.01
38 174.7 0.01
80 4.9 0.08
80 25.3 0.09
80 45.8 0.09
80 60.7 0.09
80 74.3 0.1
80 84.4 0.1
80 100.9 0.15
80 114.4 0.34
80 127.2 0.31
80 136.8 0.23
80 150.6 0.12
80 175 0.08
80 4.4 0.09
80 4.4 0.08
80 4.4 0.08
80 24.8 0.09
80 25 0.09
80 25 0.06
80 44.8 0.09
80 44.6 0.09
80 44.6 0.08
80 75.1 0.12
80 75.1 0.12
80 75.1 0.12
80 99.7 0.3
80 99.7 0.32
80 99.7 0.31
80 124.3 0.12
80 124.3 0.12
80 124.2 0.12
80 149.7 0.04
80 174.1 0.01
125 6.9 0.09
125 26.2 0.09
125 45.1 0.11
125 59.5 0.11
125 75.2 0.15
125 84.9 0.18
125 99.5 0.25
125 115 0.32
125 125 0.32
125 132.9 0.28
125 149.6 0.1
125 175.2 0.08
125 7.1 0.1
125 7.4 0.09
125 7.4 0.1
125 25.9 0.1
125 26 0.1
125 25.9 0.1
125 44.5 0.12
125 44.6 0.12
125 44.5 0.13
125 75.3 0.14
125 75.1 0.14
125 75.3 0.15
125 100.2 0.2
125 100.3 0.21
125 125.5 0.33
125 125.8 0.26
125 125.3 0.26
125 149.6 0.14
125 174.5 0.06
189 6.5 0.07
189 25.8 0.07
189 45.1 0.06
189 60.2 0.09
189 75.2 0.14
189 85.6 0.19
189 100.3 0.2
189 115.9 0.33
189 125.2 0.26
189 135.6 0.13
189 150.5 0.06
189 175.3 0.03
189 7 0.07
189 6.9 0.07
189 6.8 0.08
189 24.5 0.07
189 24.6 0.07
189 24.8 0.07
189 45.2 0.08
189 45.2 0.08
189 45.3 0.08
189 75.9 0.16
189 75.8 0.16
189 75.9 0.16
189 100 0.24
189 99.8 0.26
189 99.8 0.24
189 124.9 0.23
189 124.8 0.23
189 124.8 0.23
189 149.7 0.09
189 175 0.05
216 8.2 0.07
216 25.4 0.08
216 44.7 0.08
216 59.7 0.09
216 75.5 0.13
216 84.6 0.19
216 101.1 0.31
216 114.2 0.21
216 125.7 0.22
216 135.2 0.17
216 149.8 0.12
216 175.3 0.06
216 7.9 0.08
216 7.9 0.08
216 7.9 0.07
216 25.3 0.08
216 25.2 0.09
216 25.2 0.08
216 44.8 0.08
216 44.8 0.08
216 44.9 0.09
216 76.1 0.1
216 75.9 0.12
216 75.9 0.12
216 125.4 0.2
216 125.4 0.2
216 125.4 0.2
216 149.9 0.15
216 175.3 0.06
246 6.6 0.07
246 26.1 0.07
246 46.1 0.08
246 60.7 0.11
246 75.4 0.13
246 85.5 0.15
246 101 0.18
246 116.3 0.18
246 126.8 0.26
246 135.1 0.22
246 150.7 0.12
246 176.4 0.07
246 6.8 0.09
246 6.8 0.08
246 6.6 0.09
246 26.3 0.09
246 26.1 0.09
246 25.8 0.09
246 46.2 0.1
246 46.2 0.1
246 46 0.1
246 76 0.19
246 76 0.19
246 75.9 0.18
246 100.8 0.27
246 100.7 0.28
246 100.5 0.27
246 125.5 0.19
246 125.5 0.19
246 125.4 0.19
246 150.5 0.05
246 176 0.05
275 4.5 0.09
275 4.5 0.09
275 4.5 0.1
275 24.6 0.1
275 24.6 0.09
275 24.8 0.09
275 44.3 0.09
275 44.3 0.1
275 44.3 0.1
275 75.8 0.21
275 75.8 0.21
275 75.7 0.2
275 99.3 0.27
275 99.3 0.27
275 99 0.28
275 126 0.24
275 126 0.24
275 126 0.24
275 149.7 0.1
275 176.9 0.05
276 5 0.08
276 25.3 0.08
276 44.7 0.08
276 60.6 0.08
276 74.7 0.11
276 85.1 0.2
276 100.3 0.28
276 116.3 0.22
276 125.2 0.18
276 135.1 0.12
276 149.9 0.1
276 174.2 0.05
335 8.8 0.1
335 8.6 0.09
335 9.4 0.09
335 24.7 0.09
335 24.8 0.09
335 25 0.09
335 44.9 0.11
335 45 0.1
335 45 0.11
335 74.9 0.2
335 74.8 0.2
335 75.1 0.18
335 99.4 0.28
335 100 0.28
335 99.6 0.28
335 126.3 0.1
336 9.4 0.09
336 25.5 0.09
336 44.2 0.11
336 59.9 0.14
336 75.8 0.2
336 84.6 0.26
336 99.3 0.22
336 116 0.13
336 125.2 0.1
336 134.4 0.04
336 149.8 0.03
336 177 0.02
354 5.8 0.15
354 5.8 0.14
354 5.8 0.14
354 25.2 0.14
354 25 0.14
354 24 0.14
354 46.1 0.15
354 45.7 0.14
354 45.8 0.15
354 77.3 0.15
354 77.1 0.15
354 76 0.16
354 101.4 0.2
354 101.4 0.22
354 101.1 0.21
354 123.1 0.15
354 123.4 0.14
354 123.1 0.15
354 149.2 0.05
354 175.1 0.03
355 6.5 0.13
355 24.9 0.13
355 44.9 0.12
355 60 0.15
355 74.9 0.2
355 84.7 0.22
355 100.6 0.2
355 114 0.17
355 123.5 0.12
355 134.9 0.08
355 149.4 0.06
355 173.9 0.02
356 37.4 0.09
29 6 0.16
29 6.3 0.17
29 5.8 0.18
29 23.5 0.17
29 24.5 0.17
29 24.5 0.16
29 45.8 0.16
29 46.1 0.16
29 45.7 0.17
29 74.2 0.16
29 74.4 0.17
29 74.5 0.17
29 99.7 0.17
29 99.3 0.18
29 99.7 0.16
29 124.6 0.11
29 124.9 0.12
29 124.2 0.11
29 150.5 0.06
29 177.2 0.01
30 8.3 0.2
30 25 0.18
30 44 0.17
30 58.5 0.17
30 75.9 0.18
30 82.4 0.17
30 98.5 0.18
30 114.4 0.18
30 122.4 0.18
30 135.1 0.17
30 148.3 0.09
30 174.4 0.04
54 7.1 0.07
