Cruise,Station,Date,Longitude,Latitude,Bottm depth [m],Pressure,Depth,Temp,Salinity-CTD,Theta,Sigma_Theta,Salinity-Bottle,DO [~$m~#mol/kg],Silicate [~$m~#mol/kg],1Silicate [~$m~#mol/kg],Nitrate,Nitrate1,Nitrite,Nitrite1,Phosphate [~$m~#mol/kg],1Phosphate [~$m~#mol/kg],NH4,NH41,TA [~$m~#mol/kg],1TA [~$m~#mol/kg],pHt (25C),1pHt (25C),DIC [~$m~#mol/kg],1DIC [~$m~#mol/kg],CHLWEL,CHLWEL1,CHLHOL [~$m~#g/l],1CHLHOL [~$m~#g/l],SIZECHL [~$m~#g/l],1SIZECHL [~$m~#g/l],2SIZECHL [~$m~#g/l],TDIN [mmol/m3]
KS13-05, KS-3885,06/10/2013,160.081,47.10016667,5164,709.4,702.0,3.0263,34.3172,2.9799,27.3418,34.3172,12.51,139.58,,44.52,,0,,3.17,,,,2357.3,,7.2715,,2380.3,,,,,,,,,
KS13-05, KS-3885,06/10/2013,160.081,47.10016667,5164,810.9,803.0,2.8835,34.3591,2.8306,27.3887,34.3591,14.77,143.83,,44.18,,0,,3.16,,,,2366.1,,7.2825,,2385.9,,,,,,,,,
KS13-05, KS-3885,06/10/2013,160.081,47.10016667,5164,913,903.0,2.7191,34.3958,2.6599,27.433,34.3958,17.89,149.3,,44.31,,0,,3.15,,,,2371.9,,7.2926,,2389.1,,,,,,,,,
KS13-05, KS-3885,06/10/2013,160.081,47.10016667,5164,1014.7,1004.0,2.5867,34.4292,2.5211,27.4717,34.4292,21.29,153.01,,44.1,,0,,3.13,,,,2382,,7.3075,,2392.9,,,,,,,,,
KS13-05, KS-3885,06/10/2013,160.081,47.10016667,5164,1217.8,1204.0,2.3524,34.483,2.2738,27.5354,34.483,27.1,160.71,,43.71,,0,,3.11,,,,2390.5,,7.3217,,2396.5,,,,,,,,,
KS13-05, KS-3885,06/10/2013,160.081,47.10016667,5164,1419.2,1403.0,2.1723,34.5239,2.0803,27.5838,34.5239,37.55,164.83,,43.13,,0,,3.06,,,,2396.4,,7.3467,,2394.8,,,,,,,,,
KS13-05, KS-3885,06/10/2013,160.081,47.10016667,5164,1621.6,1602.0,2.0147,34.5611,1.9089,27.6272,34.5611,51.55,166.33,,42.25,,0,,3,,,,2405.4,,7.3779,,2386.4,,,,,,,,,
KS13-05, KS-3885,06/10/2013,160.081,47.10016667,5164,1621.6,1602.0,2.0147,34.5611,1.9089,27.6272,34.5611,51.9,166.53,,42.24,,0,,3,,,,2400.6,,7.3747,,2391,,,,,,,,,
KS13-05, KS-3885,06/10/2013,160.081,47.10016667,5164,1823.4,1800.0,1.9063,34.5864,1.7859,27.6569,34.5864,63.62,166.65,,41.53,,0,,2.95,,,,2404.1,,7.4006,,2385.6,,,,,,,,,
KS13-05, KS-3885,06/10/2013,160.081,47.10016667,5164,2029.3,2003.0,1.7933,34.6104,1.6576,27.6858,34.6104,78.26,166.31,,40.67,,0,,2.88,,,,2407.2,,7.432,,2376.4,,,,,,,,,
KS13-05, KS-3885,06/10/2013,160.081,47.10016667,5164,2280.2,2249.0,1.6992,34.6296,1.5439,27.7097,34.6296,92.87,164.33,,39.7,,0,,2.81,,,,2407.2,,7.4617,,2366.5,,,,,,,,,
KS13-05, KS-3885,06/10/2013,160.081,47.10016667,5164,2537.2,2501.0,1.6217,34.6461,1.4452,27.7301,34.6461,108.76,159.63,,38.78,,0,,2.73,,,,2410.7,,7.4888,,2358.4,,,,,,,,,
KS13-05, KS-3885,06/10/2013,160.081,47.10016667,5164,2792.4,2751.0,1.5647,34.6565,1.3661,27.7442,34.6565,118.78,157.27,,38.12,,0,,2.68,,,,2411.9,,7.5114,,2352.1,,,,,,,,,
KS13-05, KS-3885,06/10/2013,160.081,47.10016667,5164,3047.4,3000.0,1.5169,34.6658,1.2952,27.7567,34.6658,129.5,153.84,,37.46,,0,,2.64,,,,2409.4,,7.532,,2342.5,,,,,,,,,
KS13-05, KS-3885,06/10/2013,160.081,47.10016667,5164,3303.1,3250.0,1.4865,34.6721,1.2406,27.7655,34.6721,136.26,152.24,,37.1,,0,,2.59,,,,2410.3,,7.5423,,2340.4,,,,,,,,,
KS13-05, KS-3885,06/10/2013,160.081,47.10016667,5164,3559.9,3501.0,1.4647,34.6774,1.1933,27.773,34.6774,142.62,150.3,,36.63,,0,,2.56,,,,2411.4,,7.5556,,2333.8,,,,,,,,,
KS13-05, KS-3885,06/10/2013,160.081,47.10016667,5164,3816.5,3751.0,1.4577,34.6809,1.1597,27.7781,34.6809,146.8,149.29,,36.25,,0,,2.54,,,,2412.2,,7.5628,,2332.9,,,,,,,,,
KS13-05, KS-3885,06/10/2013,160.081,47.10016667,5164,4072.2,4000.0,1.4565,34.6839,1.131,27.7826,34.6839,150.76,148.31,,36.01,,0,,2.52,,,,2410.9,,7.5681,,2329.7,,,,,,,,,
KS13-05, KS-3885,06/10/2013,160.081,47.10016667,5164,4329,4250.0,1.4639,34.6862,1.1096,27.7859,34.6862,153.89,147.53,,35.99,,0,,2.5,,,,2405.8,,7.5765,,2326.1,,,,,,,,,
KS13-05, KS-3885,06/10/2013,160.081,47.10016667,5164,4586.8,4500.0,1.4787,34.6876,1.0943,27.788,34.6876,155.87,147.1,,35.76,,0,,2.49,,,,2407,,7.5773,,2325.5,,,,,,,,,
KS13-05, KS-3885,06/10/2013,160.081,47.10016667,5164,4844.4,4750.0,1.4986,34.689,1.0832,27.7899,34.689,156.97,147.2,,35.73,,0,,2.49,,,,2410.1,,7.5803,,2324.4,,,,,,,,,
KS13-05, KS-3885,06/10/2013,160.081,47.10016667,5164,5102.2,5000.0,1.5228,34.6897,1.0752,27.791,34.6897,158.14,146.6,,35.55,,0,,2.48,,,,2406,,7.5827,,2323.4,,,,,,,,,
KS13-05, KS-3885,06/10/2013,160.081,47.10016667,5164,5293.8,5186.0,1.5453,34.6899,1.0732,27.7913,34.6899,158.49,146.8,,35.55,,0,,2.47,,,,2408.7,,7.5812,,2323.3,,,,,,,,,
MR12-02,K02_1,06/10/2012,159.9978,46.9943,5198,0,0.0,4.945,-9,4.945,26.0323,32.9195,329.09,30.09,30.19,17.42,17.51,0.23,0.22,1.568,1.575,-9,-9,2234.7,-9,7.761,-9,2081.4,-9,1.18,-9,1.17,-9,-9,-9,-9,
MR12-02,K02_1,06/10/2012,159.9978,46.9943,5198,9.6,9.6,4.9329,32.9139,4.9322,26.0293,32.9137,330.17,30.05,29.95,17.3,17.31,0.19,0.19,1.539,1.536,-9,-9,2231.7,-9,7.761,-9,2080.9,-9,1.11,-9,1.13,-9,-9,-9,-9,
MR12-02,K02_1,06/10/2012,159.9978,46.9943,5198,20.3,20.2,4.8723,32.914,4.8708,26.0361,32.9139,330.6,30.08,30.07,17.33,17.36,0.2,0.19,1.544,1.541,-9,-9,2231.8,-9,7.761,-9,2080.9,-9,1.18,-9,1.18,-9,-9,-9,-9,
MR12-02,K02_1,06/10/2012,159.9978,46.9943,5198,25,24.8,4.824,32.9142,4.8222,26.0416,32.9145,330.48,30.15,30.22,17.39,17.43,0.19,0.19,1.543,1.548,-9,-9,2232.9,-9,7.756,-9,2085.4,-9,1.25,-9,1.25,-9,-9,-9,-9,
MR12-02,K02_1,06/10/2012,159.9978,46.9943,5198,29.8,29.6,4.7908,32.9146,4.7887,26.0455,32.9148,329.75,30.21,30.18,17.47,17.42,0.19,0.2,1.547,1.547,-9,-9,2232.2,-9,7.758,-9,2082.7,-9,1.21,-9,1.2,-9,-9,-9,-9,
MR12-02,K02_1,06/10/2012,159.9978,46.9943,5198,50.4,50.0,2.4163,32.9783,2.4136,26.3203,32.9768,336.71,33.56,33.35,20.85,20.87,0.31,0.31,1.771,1.777,-9,-9,2233.3,-9,7.683,-9,2112,-9,0.44,-9,0.37,-9,-9,-9,-9,
MR12-02,K02_1,06/10/2012,159.9978,46.9943,5198,75,74.4,1.7361,33.0356,1.7325,26.4175,33.0302,328.43,36.06,36.14,22.53,22.56,0.41,0.41,1.851,1.861,-9,-9,2232.3,-9,7.652,-9,2125.5,-9,0.12,-9,0.09,-9,-9,-9,-9,
MR12-02,K02_1,06/10/2012,159.9978,46.9943,5198,99.9,99.1,1.9631,33.1448,1.9581,26.4886,33.1388,306.38,40.6,40.63,24.76,24.81,0.16,0.16,1.969,1.977,-9,-9,2240,-9,7.618,-9,2142.3,-9,0.05,-9,0.04,-9,-9,-9,-9,
MR12-02,K02_1,06/10/2012,159.9978,46.9943,5198,125.2,124.2,2.1256,33.3708,2.1191,26.6574,33.3708,208.13,61.85,61.83,33.6,33.48,0.03,0.03,2.515,2.524,-9,-9,2258.5,-9,7.451,-9,2212.4,-9,0.02,-9,0.01,-9,-9,-9,-9,
MR12-02,K02_1,06/10/2012,159.9978,46.9943,5198,150.7,150.0,3.0715,33.6488,3.0624,26.801,33.6448,104.97,80.88,80.65,40.54,40.51,0.02,0.03,2.934,2.945,-9,-9,2277.1,-9,7.303,-9,2280,-9,0.01,-9,0.01,-9,-9,-9,-9,
MR12-02,K02_1,06/10/2012,159.9978,46.9943,5198,175,173.5,3.462,33.7763,3.4508,26.8668,33.7753,59.59,89.47,89.39,43.38,43.45,0.02,0.02,3.119,3.123,-9,-9,2288.5,-9,7.245,-9,2308.2,-9,0.01,-9,0,-9,-9,-9,-9,
MR12-02,K02_1,06/10/2012,159.9978,46.9943,5198,199.2,197.4,3.5815,33.8513,3.5685,26.9153,33.8513,38.71,94.4,94.34,44.73,44.76,0.02,0.02,3.189,3.205,-9,-9,2295.1,-9,7.223,-9,2324,-9,0,-9,0,-9,-9,-9,-9,
MR12-02,K02_1,06/10/2012,159.9978,46.9943,5198,249.1,246.9,3.6521,33.9479,3.6356,26.9857,33.9458,20.9,101.13,101.09,45.54,45.42,0.02,0.02,3.252,3.257,-9,-9,2305.7,-9,7.208,-9,2338,-9,-9,-9,-9,-9,-9,-9,-9,
MR12-02,K02_1,06/10/2012,159.9978,46.9943,5198,300.8,298.1,3.638,34.0152,3.618,27.041,34.0131,16.68,106.8,106.49,45.27,45.23,0.03,0.02,3.237,3.249,-9,-9,2314,-9,7.218,-9,2345.8,-9,-9,-9,-9,-9,-9,-9,-9,
MR12-02,K02_1,06/10/2012,159.9978,46.9943,5198,401,397.3,3.5006,34.1288,3.4739,27.1455,34.1272,14.78,117.21,117.38,44.68,44.6,0.04,0.01,3.203,3.209,-9,-9,2332.4,-9,7.242,-9,2355,-9,-9,-9,-9,-9,-9,-9,-9,
MR12-02,K02_1,06/10/2012,159.9978,46.9943,5198,500.3,495.5,3.2763,34.2046,3.2435,27.2278,34.2027,16.73,126.35,126.08,44.38,44.29,0.02,0.02,3.195,3.183,-9,-9,2347.4,-9,7.261,-9,2361.7,-9,-9,-9,-9,-9,-9,-9,-9,
MR12-02,K02_1,06/10/2012,159.9978,46.9943,5198,600,594.1,3.1695,34.2677,3.1301,27.2887,34.2667,13.27,133.24,132.97,44.63,44.5,0.03,0.02,3.206,3.195,-9,-9,2355.5,-9,7.266,-9,2370.3,-9,-9,-9,-9,-9,-9,-9,-9,
MR12-02,K02_1,06/10/2012,159.9978,46.9943,5198,700.5,693.5,3.0045,34.3192,2.9588,27.3454,34.3178,14.13,139.34,139.26,44.45,44.36,0.03,0.02,3.215,3.197,-9,-9,2365.2,-9,7.278,-9,2375,-9,-9,-9,-9,-9,-9,-9,-9,
MR12-02,K02_1,06/10/2012,159.9978,46.9943,5198,802.1,793.9,2.8029,34.3734,2.7511,27.4072,34.3717,15.97,147.03,146.74,44.37,44.22,0.03,0.03,3.199,3.191,-9,-9,2376.1,-9,7.287,-9,2381.1,-9,-9,-9,-9,-9,-9,-9,-9,
MR12-02,K02_1,06/10/2012,159.9978,46.9943,5198,900.6,891.2,2.6677,34.4073,2.6098,27.4466,34.407,18.16,151.69,151.51,44.29,44.25,0.02,0.01,3.196,3.187,-9,-9,2380.7,-9,7.295,-9,2384,-9,-9,-9,-9,-9,-9,-9,-9,
MR12-02,K02_1,06/10/2012,159.9978,46.9943,5198,1000.3,989.6,2.5293,34.4394,2.4652,27.4846,34.4383,21.44,155.36,155.38,44.11,44.02,0.03,0.01,3.177,3.17,-9,-9,2386.5,-9,7.304,-9,2386.4,-9,-9,-9,-9,-9,-9,-9,-9,
MR12-02,K02_1,06/10/2012,159.9978,46.9943,5198,1200,1186.6,2.3123,34.489,2.2354,27.5434,34.4885,29.57,162.41,162.45,43.56,43.48,0.04,0.02,3.146,3.13,-9,-9,2397.6,-9,7.326,-9,2388.5,-9,-9,-9,-9,-9,-9,-9,-9,
MR12-02,K02_1,06/10/2012,159.9978,46.9943,5198,1401,1384.7,2.1162,34.5356,2.0262,27.5976,34.535,42.74,166.28,166.42,42.71,42.74,0.03,0.02,3.079,3.08,-9,-9,2405.2,-9,7.357,-9,2385.6,-9,-9,-9,-9,-9,-9,-9,-9,
MR12-02,K02_1,06/10/2012,159.9978,46.9943,5198,1601.6,1582.2,1.9923,34.5665,1.8883,27.6331,34.5658,54.65,166.97,167.16,42.17,42.05,0.03,0.01,3.031,3.027,-9,-9,2407.1,-9,7.383,-9,2382.4,-9,-9,-9,-9,-9,-9,-9,-9,
MR12-02,K02_1,06/10/2012,159.9978,46.9943,5198,1800,1777.4,1.8711,34.595,1.753,27.6664,34.5948,69.19,166,166.13,41.27,41.22,0.03,0.01,2.957,2.952,-9,-9,2412.6,-9,7.416,-9,2375.5,-9,-9,-9,-9,-9,-9,-9,-9,
MR12-02,K02_1,06/10/2012,159.9978,46.9943,5198,1999.9,1973.9,1.7601,34.6176,1.6273,27.6939,34.6174,84.12,164.48,164.72,40.28,40.28,0.02,0.01,2.866,2.874,-9,-9,2414,-9,7.446,-9,2367.3,-9,-9,-9,-9,-9,-9,-9,-9,
MR12-02,K02_1,06/10/2012,159.9978,46.9943,5198,2200.6,2171.0,1.674,34.6352,1.5258,27.7156,34.6346,99.3,160.52,160.68,39.38,39.37,0.02,0.01,2.783,2.8,-9,-9,2415.9,-9,7.476,-9,2357.4,-9,-9,-9,-9,-9,-9,-9,-9,
MR12-02,K02_1,06/10/2012,159.9978,46.9943,5198,2400,2366.5,1.6126,34.6471,1.4483,27.7307,34.6469,110.21,158.32,158.13,38.84,38.79,0.01,0.01,2.738,2.745,-9,-9,2416.9,-9,7.498,-9,2351,-9,-9,-9,-9,-9,-9,-9,-9,
MR12-02,K02_1,06/10/2012,159.9978,46.9943,5198,2600.9,2563.4,1.5697,34.6551,1.3884,27.7415,34.655,117.63,156.49,156.85,38.31,38.27,0.02,0.01,2.703,2.714,-9,-9,2417.2,-9,7.513,-9,2347.7,-9,-9,-9,-9,-9,-9,-9,-9,
MR12-02,K02_1,06/10/2012,159.9978,46.9943,5198,2800.5,2758.9,1.5253,34.6632,1.3267,27.7523,34.6629,125.8,154.75,154.72,37.89,37.87,0.01,0.01,2.667,2.682,-9,-9,2416.8,-9,7.529,-9,2342.1,-9,-9,-9,-9,-9,-9,-9,-9,
MR12-02,K02_1,06/10/2012,159.9978,46.9943,5198,2999.8,2953.9,1.4958,34.6687,1.2791,27.7601,34.6687,131.89,153.02,153.17,37.44,37.42,0.01,0.01,2.625,2.644,-9,-9,2417.2,-9,7.539,-9,2336.3,-9,-9,-9,-9,-9,-9,-9,-9,
MR12-02,K02_1,06/10/2012,159.9978,46.9943,5198,3249,3197.4,1.4735,34.674,1.2332,27.7676,34.674,137.95,151.55,151.63,37.06,36.96,0.02,0.01,2.601,2.613,-9,-9,2417.4,-9,7.548,-9,2332.5,-9,-9,-9,-9,-9,-9,-9,-9,
MR12-02,K02_1,06/10/2012,159.9978,46.9943,5198,3498.9,3441.3,1.4622,34.6779,1.1971,27.7732,34.6776,142.38,150.9,150.91,36.78,36.81,0.01,0.01,2.58,2.589,-9,-9,2417.1,-9,7.556,-9,2330,-9,-9,-9,-9,-9,-9,-9,-9,
MR12-02,K02_1,06/10/2012,159.9978,46.9943,5198,4000.3,3930.0,1.4473,34.685,1.1298,27.7835,34.6848,151.25,148.05,148.15,36.2,36.12,0.02,0.01,2.535,2.551,-9,-9,2416,-9,7.572,-9,2322.8,-9,-9,-9,-9,-9,-9,-9,-9,
MR12-02,K02_1,06/10/2012,159.9978,46.9943,5198,4500.1,4416.1,1.4656,34.689,1.0916,27.7893,34.6887,156.27,147.25,147.29,35.79,35.76,0.02,0.02,2.511,2.52,-9,-9,2415.5,-9,7.579,-9,2320.5,-9,-9,-9,-9,-9,-9,-9,-9,
MR12-02,K02_1,06/10/2012,159.9978,46.9943,5198,4999.6,4900.8,1.5113,34.6907,1.0766,27.7917,34.6905,158.19,147.35,147.33,35.57,35.58,0.02,0.01,2.494,2.51,-9,-9,2413.7,-9,7.584,-9,2320.3,-9,-9,-9,-9,-9,-9,-9,-9,
MR12-02,K02_1,06/10/2012,159.9978,46.9943,5198,5283.1,5175.4,1.5427,34.6911,1.0719,27.7923,34.6912,158.68,148.26,147.99,35.52,35.61,0.02,0.01,2.486,2.501,-9,-9,2413.4,2413.5,7.584,7.583,2320.1,2317,-9,-9,-9,-9,-9,-9,-9,
MR12-02,K02_2,06/10/2012,160.0045,46.9937,5216,0,0.0,4.9,-9,4.9,26.0383,32.9209,328.12,29.94,30,17.57,17.6,0.19,0.21,1.589,1.593,0.38,0.45,2232.3,-9,7.761,-9,2083.5,-9,1.19,-9,1.16,-9,0.12,0.25,0.44,19.73262098
MR12-02,K02_2,06/10/2012,160.0045,46.9937,5216,2.9,2.9,4.9319,32.9123,4.9317,26.028,32.9127,329.27,29.99,29.96,17.4,17.4,0.19,0.2,1.574,1.586,0.32,0.36,2232.1,-9,7.763,-9,2081.6,-9,1.18,1.19,1.14,1.13,-9,-9,-9,19.48716281
MR12-02,K02_2,06/10/2012,160.0045,46.9937,5216,6.8,6.8,4.9396,32.9124,4.9391,26.0273,32.9132,329.26,30.13,30.03,17.42,17.47,0.2,0.2,1.578,1.592,0.31,0.38,2233.3,-9,7.761,-9,2082.4,2081.8,1.16,-9,1.1,-9,-9,-9,-9,19.50863491
MR12-02,K02_2,06/10/2012,160.0045,46.9937,5216,13.2,13.1,4.9257,32.9121,4.9247,26.0286,32.9126,329.21,30,29.99,17.45,17.45,0.19,0.18,1.582,1.579,0.31,0.31,2231.3,2231.3,7.762,-9,2082.9,-9,1.21,-9,1.13,-9,0.11,0.2,0.5,19.53074311
MR12-02,K02_2,06/10/2012,160.0045,46.9937,5216,16,15.9,4.9323,32.9121,4.9311,26.0279,32.9126,329.32,30.09,29.87,17.4,17.43,0.19,0.19,1.584,1.586,0.3,0.35,2231.9,-9,7.76,7.761,2083.9,-9,1.18,-9,1.15,-9,-9,-9,-9,19.46545929
MR12-02,K02_2,06/10/2012,160.0045,46.9937,5216,22.5,22.3,4.918,32.9118,4.9164,26.0293,32.9127,329.5,30.1,30.02,17.46,17.44,0.19,0.2,1.581,1.593,0.35,0.34,2232.5,-9,7.763,-9,2083.9,-9,1.21,-9,1.16,-9,-9,-9,-9,19.58508825
MR12-02,K02_2,06/10/2012,160.0045,46.9937,5216,26.7,26.4,4.8793,32.9115,4.8774,26.0334,32.9126,330.01,30.08,30.06,17.48,17.45,0.2,0.19,1.589,1.591,0.31,0.31,2230.4,-9,7.765,-9,2083.5,-9,1.29,-9,1.21,-9,-9,-9,-9,19.57426566
MR12-02,K02_2,06/10/2012,160.0045,46.9937,5216,30.8,30.5,4.8212,32.9112,4.819,26.0395,32.9165,330.24,30.01,29.95,17.72,17.67,0.18,0.18,1.614,1.596,0.39,0.3,2232.1,-9,7.76,-9,2083.4,-9,1.4,1.37,1.35,1.34,-9,-9,-9,19.89838469
MR12-02,K02_2,06/10/2012,160.0045,46.9937,5216,40.4,40.1,3.5137,32.9858,3.5112,26.2313,32.9838,337.25,29.2,29.08,19.62,19.61,0.21,0.21,1.743,1.73,0.51,0.53,2236.1,-9,7.729,-9,2100.1,-9,0.94,-9,0.87,-9,-9,-9,-9,22.08461307
MR12-02,K02_2,06/10/2012,160.0045,46.9937,5216,50.8,50.4,2.5165,32.9887,2.5138,26.3206,32.9874,339.4,34.71,34.68,21.45,21.45,0.26,0.26,1.869,1.858,0.62,0.6,2234.9,-9,7.69,-9,2114.4,-9,0.54,-9,0.45,-9,0.05,0.1,0.19,24.24271943
MR12-02,K02_2,06/10/2012,160.0045,46.9937,5216,75.6,75.0,1.797,33.0139,1.7934,26.3957,33.0146,333.99,35.14,35.24,21.99,22.03,0.4,0.41,1.876,1.872,0.39,0.39,2232.8,-9,7.668,-9,2121.4,-9,0.23,-9,0.18,-9,0.02,0.06,0.06,24.71139006
MR12-02,K02_2,06/10/2012,160.0045,46.9937,5216,100.9,100.0,1.7088,33.0747,1.704,26.4508,33.0733,312.82,39.4,39.46,24.22,24.25,0.12,0.13,1.986,1.97,0.14,0.08,2236.4,-9,7.636,-9,2136.3,-9,0.06,-9,0.05,-9,-9,-9,-9,26.50955051
MR12-02,K02_2,06/10/2012,160.0045,46.9937,5216,125.9,124.9,1.5153,33.1874,1.5095,26.5548,33.1813,279.86,48.36,48.31,28.43,28.37,0.06,0.06,2.236,2.234,0.09,0.04,2242,-9,7.57,-9,2164.5,-9,0.03,-9,0.02,-9,-9,-9,-9,30.85121248
MR12-02,K02_2,06/10/2012,160.0045,46.9937,5216,151.5,150.0,2.5303,33.4929,2.5219,26.723,33.486,170.55,69.95,70.21,36.09,36.14,0.02,0.03,2.706,2.71,0.04,0.08,2265.4,-9,7.401,-9,2238.8,-9,0.02,-9,0.01,-9,-9,-9,-9,38.67648327
MR12-02,K02_2,06/10/2012,160.0045,46.9937,5216,177,175.4,3.1727,33.7099,3.1618,26.8407,33.7123,85.86,86.05,85.99,41.64,41.63,0.02,0.03,3.038,3.042,0.06,0.11,2282.9,-9,7.28,-9,2294.3,2293.2,0.01,-9,0,-9,-9,-9,-9,44.34361014
MR12-02,K02_2,06/10/2012,160.0045,46.9937,5216,200.9,199.2,3.3888,33.793,3.3761,26.8872,33.7918,59.09,91.16,91.47,43.28,43.35,0.03,0.02,3.153,3.15,0.07,0.04,2289.4,2290.8,7.248,-9,2308.6,-9,0.01,-9,0,-9,-9,-9,-9,46.00224855
MR12-02,K02_2,06/10/2012,160.0045,46.9937,5216,226.3,224.3,3.5964,33.8823,3.5816,26.9387,33.8815,33.11,97.28,97.2,45.01,45.1,0.02,0.01,3.253,3.253,0.02,0.02,2298.8,-9,7.217,7.219,2329,-9,-9,-9,-9,-9,-9,-9,-9,47.64990187
MR12-02,K02_2,06/10/2012,160.0045,46.9937,5216,252,249.7,3.6181,33.924,3.6015,26.97,33.9227,25.66,100.13,100.22,45.38,45.43,0.01,0.02,3.27,3.262,0.01,0.02,2304.1,-9,7.215,-9,2333.5,-9,-9,-9,-9,-9,-9,-9,-9,47.96325053
MR12-02,K02_2,06/10/2012,160.0045,46.9937,5216,303.7,301.0,3.6305,34.0157,3.6103,27.0422,34.0117,16.64,106.53,107.26,45.26,45.58,0.02,0.02,3.271,3.286,0.01,0,2314.8,-9,7.22,-9,2342.4,-9,-9,-9,-9,-9,-9,-9,-9,47.72499884
MR12-02,K02_8,06/13/2012,160.2942,47.0593,5251,0,0.0,5.2,-9,5.2,26.0276,32.9497,323.57,29.87,29.94,17.47,17.55,0.19,0.18,1.606,1.609,0.71,0.68,2232,-9,7.761,-9,2087.3,-9,0.61,-9,0.59,-9,0.04,0.07,0.19,19.96577613
MR12-02,K02_8,06/13/2012,160.2942,47.0593,5251,3.7,3.7,5.141,32.9402,5.1407,26.0268,32.9406,324.13,29.86,29.93,17.23,17.18,0.17,0.17,1.577,1.575,0.65,0.62,2233.3,-9,7.761,-9,2087.4,-9,0.59,0.6,0.62,0.58,-9,-9,-9,19.62326476
MR12-02,K02_8,06/13/2012,160.2942,47.0593,5251,7.5,7.4,5.1467,32.9405,5.1461,26.0264,32.9404,324.12,29.9,29.95,17.18,17.12,0.17,0.18,1.576,1.574,0.6,0.61,2230.9,-9,7.761,-9,2087.7,2087.4,0.59,-9,0.58,-9,-9,-9,-9,19.51466419
MR12-02,K02_8,06/13/2012,160.2942,47.0593,5251,16.1,16.0,5.1318,32.9395,5.1306,26.0274,32.9396,324.12,29.8,29.91,17.17,17.22,0.18,0.17,1.572,1.579,0.65,0.65,2231.5,2231.8,7.763,-9,2088.8,-9,0.63,-9,0.61,-9,0.03,0.08,0.28,19.56948619
MR12-02,K02_8,06/13/2012,160.2942,47.0593,5251,20.4,20.2,5.0598,32.9389,5.0583,26.035,32.939,324.7,30.01,29.95,17.26,17.23,0.18,0.16,1.574,1.584,0.62,0.61,2231.4,-9,7.762,7.762,2087.3,-9,0.64,-9,0.64,-9,-9,-9,-9,19.6350667
MR12-02,K02_8,06/13/2012,160.2942,47.0593,5251,26.3,26.1,5.0326,32.9378,5.0307,26.0373,32.9381,325.04,29.97,30.07,17.3,17.2,0.17,0.17,1.574,1.588,0.56,0.61,2233.5,-9,7.762,-9,2087.5,-9,0.69,-9,0.66,-9,-9,-9,-9,19.60297278
MR12-02,K02_8,06/13/2012,160.2942,47.0593,5251,31.3,31.1,4.959,32.9341,4.9567,26.0425,32.9362,325.51,30.14,30.21,17.38,17.38,0.19,0.17,1.592,1.592,0.6,0.63,2231.5,-9,7.758,-9,2087.8,-9,0.76,-9,0.77,-9,-9,-9,-9,19.75629833
MR12-02,K02_8,06/13/2012,160.2942,47.0593,5251,35.4,35.1,4.8165,32.9271,4.8139,26.0527,32.9308,327.17,30.84,30.82,17.91,17.88,0.2,0.18,1.627,1.62,0.67,0.68,2231.5,-9,7.75,-9,2091.8,-9,0.82,0.83,0.8,0.81,-9,-9,-9,20.42281953
MR12-02,K02_8,06/13/2012,160.2942,47.0593,5251,45.4,45.0,2.901,32.9633,2.8984,26.2683,32.9624,335.87,33.13,33.07,20.58,20.45,0.27,0.26,1.798,1.783,0.76,0.78,2230.3,-9,7.699,-9,2111.2,-9,0.61,-9,0.54,-9,-9,-9,-9,23.47840311
MR12-02,K02_8,06/13/2012,160.2942,47.0593,5251,55.6,55.2,2.0499,32.9802,2.0471,26.3501,32.9808,333.88,33.49,33.56,21.13,21.07,0.44,0.42,1.801,1.807,0.46,0.48,2230.7,-9,7.679,-9,2118.2,-9,0.4,-9,0.34,-9,0.03,0.09,0.13,23.92169096
MR12-02,K02_8,06/13/2012,160.2942,47.0593,5251,80.9,80.2,1.8707,33.035,1.8668,26.4074,33.0358,331.69,34.57,34.61,22.01,21.97,0.48,0.45,1.859,1.85,0.34,0.35,2232.8,-9,7.67,-9,2124.5,-9,0.13,-9,0.1,-9,0.01,0.04,0.05,24.75012723
MR12-02,K02_8,06/13/2012,160.2942,47.0593,5251,100.7,99.8,1.8983,33.0952,1.8933,26.4536,33.0955,328,35.39,35.46,22.7,22.78,0.4,0.39,1.884,1.893,0.22,0.19,2235.1,-9,7.664,-9,2130.1,-9,0.08,-9,0.06,-9,-9,-9,-9,25.2368566
MR12-02,K02_8,06/13/2012,160.2942,47.0593,5251,126.4,125.3,2.0169,33.2115,2.0105,26.5381,33.2116,290.18,43.47,43.46,26.16,26.12,0.06,0.04,2.062,2.063,0.05,0.04,2242.9,-9,7.607,-9,2155.3,-9,0.04,-9,0.03,-9,-9,-9,-9,28.33240772
MR12-02,K02_8,06/13/2012,160.2942,47.0593,5251,151.2,150.0,2.4609,33.4608,2.4526,26.703,33.4609,179.4,67.77,67.77,35.15,35.12,0.03,0.01,2.63,2.644,0.04,0.02,2265.6,-9,7.426,-9,2233.6,-9,0.01,-9,0.01,-9,-9,-9,-9,37.70904779
