Cruise,Station,Date,Longitude,Latitude,Bottm depth [m],Pressure,Depth,Temp,Salinity-CTD,Theta,Sigma_Theta,Salinity-Bottle,DO [~$m~#mol/kg],Silicate [~$m~#mol/kg],1Silicate [~$m~#mol/kg],Nitrate,Nitrate1,Nitrite,Nitrite1,Phosphate [~$m~#mol/kg],1Phosphate [~$m~#mol/kg],NH4,NH41,TA [~$m~#mol/kg],1TA [~$m~#mol/kg],pHt (25C),1pHt (25C),DIC [~$m~#mol/kg],1DIC [~$m~#mol/kg],CHLWEL,CHLWEL1,CHLHOL [~$m~#g/l],1CHLHOL [~$m~#g/l],SIZECHL [~$m~#g/l],1SIZECHL [~$m~#g/l],2SIZECHL [~$m~#g/l],TDIN [mmol/m3]
MR10-01,K02_02,01/24/2010,159.968,47.003,5213,100.9,100.0,2.3186,32.8938,2.3133,26.2606,32.8944,322.74,34,33.68,21.12,21.17,0.19,0.19,1.779,1.775,0.03,0.05,2225,-9,7.705,-9,2100.3,-9,0.33,-9,0.31,-9,,,,23.23181101
MR10-01,K02_02,01/24/2010,159.968,47.003,5213,127,125.9,2.1891,33.3135,2.1825,26.6066,33.3147,230.78,57.74,57.52,32.25,32.19,0.01,0.01,2.448,2.433,0,0.03,2251.6,-9,7.495,-9,2201.1,-9,0.03,-9,0.02,-9,,,,34.68766035
MR10-01,K02_02,01/24/2010,159.968,47.003,5213,151.4,150.0,2.7507,33.5215,2.742,26.7274,33.5214,151.74,71.84,71.5,37.74,37.52,0.01,0,2.758,2.757,0.03,0,2267.9,-9,7.374,-9,2252.5,-9,0.01,-9,0.01,-9,,,,40.37878088
MR10-01,K02_02,01/24/2010,159.968,47.003,5213,176,174.5,3.3417,33.7267,3.3307,26.8385,33.7272,75.84,85.47,86.19,42.39,42.61,0.01,0.01,3.054,3.068,0.01,0.02,2283.8,-9,7.27,-9,2302.5,-9,0.01,-9,0.01,-9,,,,45.05758736
MR10-01,K02_02,01/24/2010,159.968,47.003,5213,201.5,199.7,3.5473,33.8342,3.5343,26.9049,33.8342,42.66,92.79,93.07,44.65,44.59,0,0,3.186,3.201,0.03,0.02,2292.6,-9,7.227,-9,2324.5,2325.3,0.01,-9,0,-9,,,,47.32294912
MR10-01,K02_02,01/24/2010,159.968,47.003,5213,226.6,224.6,3.5783,33.8936,3.5635,26.9494,33.8956,29.91,97.57,97.35,45.2,45.14,0.01,0,3.231,3.223,0,0.01,2299.6,-9,7.216,7.212,2335.4,-9,-9,-9,-9,-9,,,,47.79974557
MR10-01,K02_02,01/24/2010,159.968,47.003,5213,252.3,250.1,3.622,33.9421,3.6054,26.984,33.9408,22.5,100.72,100.64,45.45,45.49,0,0,3.247,3.256,0.01,0.02,2304.9,2305,7.212,-9,2338.6,-9,-9,-9,-9,-9,,,,48.00167326
MR10-01,K02_02,01/24/2010,159.968,47.003,5213,303.4,300.7,3.5832,34.0183,3.5632,27.0488,34.0165,19.42,107.02,107.24,45.27,45.21,0,0,3.244,3.247,0.01,0.02,2315.5,-9,7.224,-9,2348.6,-9,-9,-9,-9,-9,,,,47.7078988
MR10-01,K02_04,01/25/2010,160.219,46.955,5234,0,0.0,2.3,-9,2.3,26.2754,32.911,322.75,34.29,34.37,21.58,21.64,0.2,0.2,1.811,1.804,0.1,0.11,2226.4,-9,7.702,-9,2102.8,-9,0.38,-9,0.35,-9,,,,23.80796241
MR10-01,K02_04,01/25/2010,160.219,46.955,5234,5.2,5.2,2.2905,32.9015,2.2902,26.2685,32.9014,323.25,34.32,34.55,21.48,21.57,0.19,0.19,1.787,1.806,0.13,0.13,2226.9,-9,7.702,7.701,2103.4,-9,0.35,-9,0.33,-9,,,,23.72766486
MR10-01,K02_04,01/25/2010,160.219,46.955,5234,10.4,10.3,2.2902,32.9014,2.2897,26.2685,32.9014,322.44,34.55,34.51,21.38,21.46,0.2,0.19,1.783,1.794,0.09,0.04,2224.8,-9,7.699,-9,2103.6,2102.5,0.37,0.37,0.35,0.35,,,,23.58616961
MR10-01,K02_04,01/25/2010,160.219,46.955,5234,20.7,20.5,2.2916,32.9013,2.2905,26.2684,32.9014,323.39,34.47,34.41,21.33,21.47,0.19,0.18,1.8,1.826,0.04,0.07,2226.3,2224.8,7.701,-9,2103.8,-9,0.36,-9,0.34,-9,,,,23.46644286
MR10-01,K02_04,01/25/2010,160.219,46.955,5234,35.9,35.6,2.2927,32.9012,2.2908,26.2682,32.9011,323.18,34.61,34.23,21.38,21.4,0.19,0.2,1.801,1.817,0.06,0.06,2224.7,-9,7.701,-9,2102.5,-9,0.37,-9,0.34,-9,,,,23.54284202
MR10-01,K02_04,01/25/2010,160.219,46.955,5234,45.6,45.2,2.2943,32.9012,2.2919,26.2682,32.9011,323.21,34.34,34.23,21.4,21.53,0.19,0.19,1.793,1.811,0.21,0.06,2225.1,-9,7.701,-9,-9,-9,0.37,-9,0.35,-9,,,,23.72787591
MR10-01,K02_04,01/25/2010,160.219,46.955,5234,50.5,50.1,2.2959,32.9011,2.2933,26.268,32.901,323.15,34.47,34.37,21.54,21.6,0.2,0.19,1.803,1.792,0.14,0.08,2224.9,-9,7.701,-9,2103.2,-9,0.36,0.36,0.33,0.34,,,,23.8150213
MR10-01,K02_04,01/25/2010,160.219,46.955,5234,61.3,60.8,2.2953,32.9009,2.2921,26.2679,32.9007,323.19,34.31,34.53,21.36,21.59,0.19,0.19,1.795,1.801,0.08,0.11,2224.2,-9,7.699,7.701,2102.8,-9,0.36,-9,0.33,-9,,,,23.54312123
MR10-01,K02_04,01/25/2010,160.219,46.955,5234,76.1,75.5,2.2963,32.9009,2.2924,26.2679,32.901,322.53,34.74,34.35,21.4,21.37,0.19,0.18,1.777,1.781,0.03,0.08,2224.7,-9,7.701,-9,2102.3,-9,0.38,-9,0.36,-9,,,,23.53202744
MR10-01,K02_04,01/25/2010,160.219,46.955,5234,81.1,80.4,2.2969,32.9007,2.2927,26.2677,32.9018,323.18,34.8,34.37,21.48,21.49,0.19,0.19,1.788,1.809,0.05,0.11,2225.6,-9,7.701,-9,2102.7,-9,0.37,-9,0.34,-9,,,,23.6403105
MR10-01,K02_04,01/25/2010,160.219,46.955,5234,90.8,90.0,2.2978,32.9007,2.2931,26.2677,32.9012,322.24,34.38,34.34,21.52,21.44,0.19,0.2,1.809,1.811,0.08,0.1,2224,-9,7.702,-9,2102.8,-9,0.34,-9,0.33,-9,,,,23.71692125
MR10-01,K02_04,01/25/2010,160.219,46.955,5234,101.7,100.8,2.3005,32.9008,2.2952,26.2676,32.9024,322.47,34.44,34.39,21.44,21.46,0.19,0.19,1.79,1.797,0.06,0.08,2224.4,-9,7.7,-9,2102.8,-9,0.36,-9,0.33,-9,,,,23.60723818
MR10-01,K02_04,01/25/2010,160.219,46.955,5234,126.4,125.3,2.4216,33.4064,2.4148,26.6625,33.4047,197.95,64.06,63.81,34.34,34.51,0.01,0,2.584,2.595,0.03,0.04,2258,-9,7.442,-9,2221.7,-9,0.02,-9,0.01,-9,,,,36.87006933
MR10-01,K02_04,01/25/2010,160.219,46.955,5234,151.6,150.0,3.1693,33.6667,3.1601,26.8064,33.6656,97.43,81.86,82.18,40.9,41.08,0.01,0,2.984,3.019,0.08,0.06,2278.2,-9,7.295,-9,2287.5,-9,0.01,-9,0,-9,,,,43.62662213
MR10-01,K02_04,01/25/2010,160.219,46.955,5234,177.3,175.8,3.4766,33.8061,3.4653,26.8891,33.8043,50.02,91.22,91.41,44.2,44.47,0,0,3.174,3.185,0.02,0.07,2292.2,-9,7.234,-9,2320.1,-9,0.01,-9,0,-9,,,,46.87612155
MR10-01,K02_04,01/25/2010,160.219,46.955,5234,203.2,201.4,3.5616,33.8688,3.5484,26.9311,33.8704,33.91,95.95,95.59,45.12,45.09,0,0,3.228,3.245,0,0.03,2296.8,-9,7.218,-9,2331.5,2332,0.01,-9,0,-9,,,,47.7391872
MR10-01,K02_04,01/25/2010,160.219,46.955,5234,228,226.0,3.5263,33.909,3.5115,26.9666,33.9081,29.43,98.73,99.05,45.24,45.28,0,0,3.244,3.234,0.04,0.12,2302.5,2302.2,7.215,-9,2337.6,-9,-9,-9,-9,-9,,,,47.8565524
MR10-01,K02_04,01/25/2010,160.219,46.955,5234,252.8,250.5,3.5291,33.9571,3.5126,27.0048,33.9564,24.66,103.27,103.46,44.9,45.21,0.01,0.01,3.237,3.254,0.01,0.11,2308.5,-9,7.219,7.23,2342.1,-9,-9,-9,-9,-9,,,,47.41024185
MR10-01,K02_04,01/25/2010,160.219,46.955,5234,305,302.2,3.5497,34.0396,3.5296,27.0689,34.0377,19.17,109.16,109.23,45.01,44.96,0,0,3.256,3.26,0.04,0.05,2319.2,-9,7.229,-9,2350.7,-9,-9,-9,-9,-9,,,,47.43675164
MR10-01,K02_05,01/25/2010,160.297,47.022,5225,0,0.0,2.5,-9,2.5,26.2611,32.9129,323.34,34.72,34.42,21.18,21.09,0.19,0.2,1.775,1.784,-9,-9,2227.4,-9,7.702,-9,2102.3,-9,0.38,-9,0.36,-9,,,,
MR10-01,K02_05,01/25/2010,160.297,47.022,5225,10.1,10.0,2.4593,32.9089,2.4588,26.2612,32.9104,322.07,34.77,34.25,21.16,21.1,0.21,0.19,1.802,1.768,-9,-9,2226.1,-9,7.704,-9,2102.2,-9,0.37,0.37,0.35,0.35,,,,
MR10-01,K02_05,01/25/2010,160.297,47.022,5225,19.4,19.2,2.4601,32.9089,2.4591,26.2612,32.9094,322.31,34.31,34.53,21.14,21.06,0.2,0.19,1.804,1.776,-9,-9,2225.5,-9,7.704,-9,2102.1,2102.1,0.33,-9,0.31,-9,,,,
MR10-01,K02_05,01/25/2010,160.297,47.022,5225,32,31.7,2.4636,32.9086,2.4619,26.2607,32.9094,321.99,34.52,34.45,21.12,20.99,0.19,0.21,1.792,1.779,-9,-9,2225.9,2226.3,7.704,-9,2102.9,-9,0.37,-9,0.35,-9,,,,
MR10-01,K02_05,01/25/2010,160.297,47.022,5225,52,51.6,2.4031,32.9054,2.4004,26.263,32.9064,321.89,34.42,34.31,21.29,21.12,0.2,0.21,1.783,1.758,-9,-9,2225.4,-9,7.704,-9,2102.5,-9,0.37,0.35,0.35,0.33,,,,
MR10-01,K02_05,01/25/2010,160.297,47.022,5225,75.8,75.2,2.3358,32.9014,2.3318,26.2652,32.9024,322.06,34.51,34.32,21.2,21.12,0.19,0.21,1.787,1.767,-9,-9,2226.4,-9,7.701,7.701,2104.8,-9,0.33,-9,0.31,-9,,,,
MR10-01,K02_05,01/25/2010,160.297,47.022,5225,99,98.2,2.3456,32.906,2.3404,26.2682,32.9068,321.37,34.97,34.95,21.22,21.3,0.19,0.19,1.796,1.792,-9,-9,2226.2,-9,7.699,-9,2104.7,-9,0.32,-9,0.3,-9,,,,
MR10-01,K02_05,01/25/2010,160.297,47.022,5225,126.1,125.0,2.5815,33.4484,2.5745,26.683,33.4458,182.49,67.1,67.27,35.15,35.07,0.01,0,2.656,2.635,-9,-9,2261.7,-9,7.423,-9,2232,-9,0.02,-9,0.01,-9,,,,
MR10-01,K02_05,01/25/2010,160.297,47.022,5225,150.2,150.0,3.1176,33.6482,3.1085,26.7963,33.6478,104.31,80.94,80.73,40.54,40.42,0.01,0.01,2.973,2.942,-9,-9,2277.4,-9,7.307,-9,2284.4,-9,0.01,-9,0.01,-9,,,,
MR10-01,K02_05,01/25/2010,160.297,47.022,5225,176.5,175.0,3.4768,33.8036,3.4655,26.887,33.8014,50.71,91.69,91.13,44.02,44.01,0.01,0.02,3.175,3.218,-9,-9,2291,-9,7.236,-9,2318.8,2320,0.01,-9,0,-9,,,,
MR10-01,K02_05,01/25/2010,160.297,47.022,5225,200,198.2,3.5438,33.8654,3.5309,26.9301,33.8646,35.14,96.36,95.87,45.11,44.83,0,0.01,3.225,3.2,-9,-9,2297,2296.4,7.22,-9,2332.5,-9,0.01,-9,0,-9,,,,
MR10-01,K02_05,01/25/2010,160.297,47.022,5225,251.2,249.0,3.5401,33.9526,3.5237,27.0002,33.953,23.67,103.2,103.21,45,45.17,0.01,0.02,3.25,3.244,-9,-9,2308.4,-9,7.22,7.219,2343.6,-9,-9,-9,-9,-9,,,,
MR10-01,K02_05,01/25/2010,160.297,47.022,5225,301.6,298.9,3.5705,34.0395,3.5506,27.0669,34.0384,17.61,110.09,109.73,44.99,44.73,0,0,3.26,3.245,-9,-9,2319.1,-9,7.229,-9,2349.9,-9,-9,-9,-9,-9,,,,
MR10-01,K02_05,01/25/2010,160.297,47.022,5225,401.7,398.0,3.4669,34.1366,3.4403,27.1549,34.1359,16.6,117.98,118.29,44.39,44.27,0,0.01,3.205,3.188,-9,-9,2333.2,-9,7.251,-9,2357.1,-9,-9,-9,-9,-9,,,,
MR10-01,K02_05,01/25/2010,160.297,47.022,5225,500.2,495.4,3.3105,34.2068,3.2775,27.2262,34.2068,15.27,125.4,126.21,44.63,44.42,0.01,0,3.197,3.243,-9,-9,2344.8,-9,7.263,-9,2365.2,-9,-9,-9,-9,-9,,,,
MR10-01,K02_05,01/25/2010,160.297,47.022,5225,601.1,595.2,3.1767,34.2601,3.1372,27.2819,34.2597,14.89,131.51,131.87,44.43,44.27,0,0.01,3.236,3.184,-9,-9,2353.5,-9,7.272,-9,2371,-9,-9,-9,-9,-9,,,,
MR10-01,K02_05,01/25/2010,160.297,47.022,5225,700.5,693.5,3.0022,34.3149,2.9565,27.3421,34.3156,15.19,139.03,139.38,44.55,44.33,0.01,0.01,3.208,3.19,-9,-9,2363.5,-9,7.281,-9,2377.5,-9,-9,-9,-9,-9,,,,
MR10-01,K02_05,01/25/2010,160.297,47.022,5225,801,792.8,2.8396,34.3593,2.7877,27.3927,34.3591,17.35,145.83,144.89,44.17,44.12,0,0,3.225,3.189,-9,-9,2370.9,-9,7.289,-9,2382,-9,-9,-9,-9,-9,,,,
MR10-01,K02_05,01/25/2010,160.297,47.022,5225,900.1,890.7,2.6927,34.3968,2.6346,27.436,34.397,18.02,150.44,150.74,44.38,43.94,0,0.01,3.229,3.184,-9,-9,2376.7,-9,7.296,-9,2386.9,2387.1,-9,-9,-9,-9,,,,
MR10-01,K02_05,01/25/2010,160.297,47.022,5225,1000.8,1000.0,2.5618,34.4279,2.4974,27.4727,34.4284,20.48,154.59,154.78,43.85,43.63,0.01,0.01,3.182,3.174,-9,-9,2384.5,-9,7.305,-9,2390.9,-9,-9,-9,-9,-9,,,,
MR10-01,K02_05,01/25/2010,160.297,47.022,5225,1202,1188.6,2.307,34.488,2.23,27.543,34.4882,29.96,161.59,161.64,43.47,43.39,0,0.01,3.145,3.179,-9,-9,2393.1,-9,7.33,7.329,2391.1,-9,-9,-9,-9,-9,,,,
MR10-01,K02_05,01/25/2010,160.297,47.022,5225,1401.4,1385.1,2.1449,34.5277,2.0546,27.589,34.5278,41.5,164.2,164.64,42.93,42.58,0,0,3.101,3.08,-9,-9,2398.9,2399,7.356,-9,2389.2,-9,-9,-9,-9,-9,,,,
MR10-01,K02_05,01/25/2010,160.297,47.022,5225,1601.8,1582.4,2.0157,34.561,1.9114,27.6269,34.5615,54.05,165.45,165.18,41.98,42.09,-0.01,0,3.054,3.043,-9,-9,2403.2,-9,7.385,-9,2384.4,-9,-9,-9,-9,-9,,,,
MR10-01,K02_05,01/25/2010,160.297,47.022,5225,1802.2,1779.6,1.8987,34.5893,1.7801,27.6597,34.5899,66.07,165.8,165.18,41.44,41.22,0,0,3.007,3.023,-9,-9,2407.9,-9,7.411,-9,2380.4,-9,-9,-9,-9,-9,,,,
MR10-01,K02_05,01/25/2010,160.297,47.022,5225,2002.5,1976.4,1.7874,34.6132,1.654,27.6884,34.6132,80.64,163.44,163.97,40.72,40.27,0,0,2.886,2.893,-9,-9,2410.4,-9,7.443,-9,2371.2,-9,-9,-9,-9,-9,,,,
MR10-01,K02_05,01/25/2010,160.297,47.022,5225,2202.4,2172.7,1.7189,34.6279,1.5699,27.7064,34.6282,91.98,161.23,161.24,39.7,39.53,0.01,0,2.832,2.81,-9,-9,2411.3,-9,7.466,-9,2366.2,-9,-9,-9,-9,-9,,,,
MR10-01,K02_05,01/25/2010,160.297,47.022,5225,2402.8,2369.3,1.6581,34.6407,1.4928,27.7224,34.6412,104.02,159.25,159.11,38.99,38.61,0,0,2.768,2.773,-9,-9,2412.9,-9,7.49,-9,2356.9,-9,-9,-9,-9,-9,,,,
MR10-01,K02_05,01/25/2010,160.297,47.022,5225,2602.2,2564.7,1.605,34.65,1.423,27.7349,34.6502,111.36,158.65,158.97,38.68,38.39,0,-0.01,2.745,2.757,-9,-9,2413.5,-9,7.503,-9,2353.1,-9,-9,-9,-9,-9,,,,
MR10-01,K02_05,01/25/2010,160.297,47.022,5225,2801.2,2759.6,1.5572,34.6587,1.358,27.7465,34.6586,119.73,156.96,156.65,38.14,37.76,0,0,2.704,2.709,-9,-9,2413.4,-9,7.519,-9,2347.5,-9,-9,-9,-9,-9,,,,
MR10-01,K02_05,01/25/2010,160.297,47.022,5225,2999.7,2953.8,1.5298,34.6645,1.3124,27.7544,34.6648,126.21,155.11,154.53,37.78,37.45,0.01,0.01,2.648,2.675,-9,-9,2413.5,-9,7.531,-9,2344,2343.1,-9,-9,-9,-9,,,,
MR10-01,K02_05,01/25/2010,160.297,47.022,5225,3250.3,3198.7,1.4972,34.6713,1.2563,27.7638,34.6713,133.9,152.78,152.92,37.09,36.89,0.01,0,2.659,2.643,-9,-9,2413.7,2414,7.546,-9,2338,-9,-9,-9,-9,-9,,,,
MR10-01,K02_05,01/25/2010,160.297,47.022,5225,3502.5,3444.9,1.4761,34.6766,1.2103,27.7712,34.6765,140.08,150.9,150.83,36.88,36.68,0,0,2.605,2.583,-9,-9,2413.2,-9,7.558,7.558,2334.3,-9,-9,-9,-9,-9,,,,
MR10-01,K02_05,01/25/2010,160.297,47.022,5225,4001.4,3931.1,1.4645,34.6836,1.1464,27.7812,34.6839,149.02,148.61,148.01,36.32,36.11,-0.01,0,2.525,2.544,-9,-9,2412.7,-9,7.574,-9,2327.4,-9,-9,-9,-9,-9,,,,
MR10-01,K02_05,01/25/2010,160.297,47.022,5225,4501.4,4417.3,1.4772,34.6882,1.1027,27.7879,34.6881,154.41,147.71,148.03,35.81,35.81,0.01,0,2.544,2.552,-9,-9,2410.6,-9,7.582,-9,2324,-9,-9,-9,-9,-9,,,,
MR10-01,K02_05,01/25/2010,160.297,47.022,5225,5000.8,4901.9,1.519,34.6904,1.084,27.7909,34.6903,156.8,147.27,147.52,35.42,35.16,0.01,0,2.492,2.5,-9,-9,2412.2,-9,7.589,-9,2322,-9,-9,-9,-9,-9,,,,
MR10-01,K02_05,01/25/2010,160.297,47.022,5225,5313.1,5204.5,1.5429,34.692,1.0685,27.7932,34.692,-9,146.79,146.72,35.39,35.1,0.01,0.01,2.483,2.475,-9,-9,2408.1,-9,7.589,-9,2320.2,-9,-9,-9,-9,-9,,,,
MR10-01,K02_06,02/14/2010,160.145,46.994,5252,0,0.0,1.2,-9,1.2,26.3909,32.9578,328.81,36.59,36.14,22.42,22.4,0.16,0.16,1.855,1.85,0.03,0.04,2228.7,-9,7.676,-9,2116.8,-9,0.42,-9,0.4,-9,,,,24.56820764
MR10-01,K02_06,02/14/2010,160.145,46.994,5252,5.1,5.1,1.5195,32.9456,1.5192,26.3601,32.9454,327.36,36.08,35.94,22.26,22.22,0.15,0.15,1.827,1.822,0.02,0.01,2228.1,-9,7.676,7.676,2116.6,-9,0.44,-9,0.42,-9,,,,24.38156641
MR10-01,K02_06,02/14/2010,160.145,46.994,5252,10.9,10.8,1.5182,32.946,1.5177,26.3605,32.9458,327.14,36.11,36.05,22.28,22.37,0.15,0.15,1.833,1.813,0.01,0,2228.6,-9,7.675,-9,2116.3,2116,0.44,0.43,0.41,0.41,,,,24.3921476
MR10-01,K02_06,02/14/2010,160.145,46.994,5252,21.2,21.0,1.5238,32.9458,1.5228,26.36,32.9453,326.92,36.07,36.32,22.35,23.16,0.15,0.15,1.824,1.825,0.02,0.02,2228.9,2226.3,7.674,-9,2115.6,-9,0.44,-9,0.41,-9,,,,24.47946952
MR10-01,K02_06,02/14/2010,160.145,46.994,5252,30.5,30.2,1.5185,32.9459,1.5171,26.3605,32.9457,327,36.39,36.22,22.35,22.37,0.15,0.15,1.831,1.826,0.02,0.02,2227.9,-9,7.675,-9,2115.2,-9,0.44,-9,0.42,-9,,,,24.4791796
MR10-01,K02_06,02/14/2010,160.145,46.994,5252,40.6,40.3,1.5126,32.9457,1.5107,26.3608,32.9459,327.02,36.14,36.23,22.24,22.26,0.15,0.15,1.818,1.816,0.04,0,2225.3,-9,7.675,-9,2116.9,-9,0.43,-9,0.4,-9,,,,24.38120547
MR10-01,K02_06,02/14/2010,160.145,46.994,5252,50.3,49.9,1.5144,32.9453,1.5121,26.3603,32.9456,327.1,36.2,35.93,22.28,22.27,0.15,0.15,1.829,1.819,0.04,0,2226.8,-9,7.676,-9,2116.9,-9,0.43,0.43,0.41,0.4,,,,24.42490206
MR10-01,K02_06,02/14/2010,160.145,46.994,5252,59.3,58.8,1.5098,32.9455,1.5071,26.3608,32.9457,327.12,36.22,36.15,22.26,22.29,0.16,0.15,1.822,1.833,0.01,0,2223.3,-9,7.676,7.676,2117.9,-9,0.42,-9,0.39,-9,,,,24.38134984
MR10-01,K02_06,02/14/2010,160.145,46.994,5252,71.7,71.1,1.5132,32.9457,1.5099,26.3608,32.9455,327.13,36.12,36.15,22.28,22.25,0.15,0.15,1.829,1.82,0.01,0.02,2227.5,-9,7.676,-9,2116.8,-9,0.42,-9,0.4,-9,,,,24.39236426
MR10-01,K02_06,02/14/2010,160.145,46.994,5252,81.3,80.6,1.5132,32.946,1.5095,26.3611,32.9458,327.13,36.15,36.07,22.33,22.27,0.15,0.15,1.825,1.82,0.02,0.01,2228.1,-9,7.677,-9,2116.1,-9,0.44,-9,0.42,-9,,,,24.45736724
MR10-01,K02_06,02/14/2010,160.145,46.994,5252,92.4,91.6,1.5138,32.9454,1.5096,26.3606,32.9455,326.95,36.26,35.97,22.35,22.25,0.16,0.15,1.829,1.814,0.03,-0.01,2228.3,-9,7.677,-9,2117,-9,0.44,-9,0.41,-9,,,,24.50106464
MR10-01,K02_06,02/14/2010,160.145,46.994,5252,101.1,100.2,1.5204,32.9457,1.5158,26.3604,32.9461,326.65,36.15,36.13,22.23,22.25,0.15,0.15,1.831,1.829,0.01,0,2228.1,-9,7.677,-9,2116.1,-9,0.43,-9,0.4,-9,,,,24.33758171
MR10-01,K02_06,02/14/2010,160.145,46.994,5252,125.2,124.1,1.5465,32.9516,1.5407,26.3634,32.9557,323.24,36.84,36.72,22.57,22.51,0.15,0.15,1.838,1.837,0.02,0,2228.3,-9,7.672,-9,2118.6,-9,0.43,-9,0.4,-9,,,,24.71100257
MR10-01,K02_06,02/14/2010,160.145,46.994,5252,150.5,150.0,2.7865,33.514,2.7778,26.7183,33.5149,155.28,71.13,70.64,37.23,37.11,0,0,2.708,2.722,0,0,2266.3,-9,7.381,-9,2249,-9,0.02,-9,0.01,-9,,,,39.79847249
MR10-01,K02_06,02/14/2010,160.145,46.994,5252,177.3,175.8,3.0268,33.6051,3.0162,26.7702,33.6038,122.24,76.87,76.65,39.29,39.29,0,0,2.842,2.84,0,0,2272.8,-9,7.333,-9,2271.3,-9,0.01,-9,0.01,-9,,,,41.89224953
MR10-01,K02_06,02/14/2010,160.145,46.994,5252,201.9,200.1,3.4429,33.7642,3.43,26.8591,33.7636,64.7,87.29,87.32,43.12,43.12,0,0,3.081,3.08,0,0.02,2285.8,-9,7.255,-9,2308.9,2309.6,0.01,-9,0,-9,,,,45.76376273
MR10-01,K02_06,02/14/2010,160.145,46.994,5252,226.9,224.9,3.5335,33.8065,3.5188,26.8843,33.8055,51.11,90.33,90.21,43.95,43.92,0,0,3.136,3.123,0,-0.01,2289.1,2289.5,7.237,-9,2319,-9,-9,-9,-9,-9,,,,46.58829152
MR10-01,K02_06,02/14/2010,160.145,46.994,5252,252.2,250.0,3.6203,33.8609,3.6037,26.9195,33.8619,35.41,94.27,93.92,44.64,44.56,0,0,3.208,3.179,-0.01,0.01,2295,-9,7.219,7.219,2330.9,-9,-9,-9,-9,-9,,,,47.23229742
MR10-01,K02_06,02/14/2010,160.145,46.994,5252,304.4,301.7,3.6755,33.9604,3.6552,26.9937,33.9578,19.21,101.91,101.6,45.45,45.4,0,0,3.244,3.216,0.01,0,2306.2,-9,7.21,-9,2344.5,-9,-9,-9,-9,-9,,,,47.97824988
MR10-01,K02_07,02/14/2010,160.131,46.971,5262,0,0.0,1.3,-9,1.3,26.374,32.9448,328.19,36.46,36.25,22.42,22.44,0.17,0.17,1.852,1.859,-9,-9,2228.6,-9,7.679,-9,2115.4,-9,0.44,-9,0.41,-9,,,,
MR10-01,K02_07,02/14/2010,160.131,46.971,5262,5.8,5.8,1.5099,32.9473,1.5096,26.3621,32.9489,327.39,36.37,36.25,22.48,22.4,0.17,0.16,1.833,1.831,-9,-9,2228.9,-9,7.677,-9,2116.2,-9,0.43,0.41,0.4,0.39,,,,
MR10-01,K02_07,02/14/2010,160.131,46.971,5262,50.1,49.7,1.5188,32.9469,1.5165,26.3613,32.9489,326.82,36.3,36.18,22.31,22.31,0.16,0.16,1.838,1.849,-9,-9,2227.2,-9,7.677,-9,2116.2,2116.4,0.43,-9,0.4,-9,,,,
MR10-01,K02_07,02/14/2010,160.131,46.971,5262,102.2,101.3,1.5416,32.9495,1.5369,26.362,32.9513,325.97,36.68,36.41,22.39,22.41,0.16,0.16,1.847,1.854,-9,-9,2228.6,2228.8,7.676,-9,2117.7,-9,0.43,-9,0.4,-9,,,,
MR10-01,K02_07,02/14/2010,160.131,46.971,5262,126,124.9,2.5501,33.4007,2.5431,26.6475,33.3816,199.79,62.77,62.61,33.63,33.55,0.02,0.01,2.508,2.522,-9,-9,2257.1,-9,7.455,7.455,2215.7,-9,0.06,0.06,0.05,0.05,,,,
MR10-01,K02_07,02/14/2010,160.131,46.971,5262,149.2,150.0,3.0898,33.6257,3.0808,26.7808,33.6257,114.18,78.62,78.47,39.89,39.91,0,0.01,2.885,2.885,-9,-9,2275.2,-9,7.322,-9,2277.3,-9,0.01,-9,0.01,-9,,,,
MR10-01,K02_07,02/14/2010,160.131,46.971,5262,174.8,173.3,3.3578,33.7285,3.3468,26.8384,33.7256,77.87,84.9,84.83,42.33,42.31,0,0,3.043,3.038,-9,-9,2282.5,-9,7.27,-9,2302,-9,0.01,-9,0,-9,,,,
MR10-01,K02_07,02/14/2010,160.131,46.971,5262,202.1,200.3,3.5245,33.8122,3.5115,26.8895,33.8108,50.73,90.89,91.03,43.87,43.89,0,0.01,3.137,3.149,-9,-9,2290.4,-9,7.236,-9,2320.5,-9,0.01,-9,0,-9,,,,
MR10-01,K02_07,02/14/2010,160.131,46.971,5262,248.9,246.7,3.665,33.9376,3.6485,26.9762,33.9398,20.32,100.77,100.39,45.54,45.5,0,0,3.252,3.251,-9,-9,2300.9,-9,7.207,-9,2342.7,-9,-9,-9,-9,-9,,,,
MR10-01,K02_07,02/14/2010,160.131,46.971,5262,299.9,297.2,3.6451,34.0126,3.6251,27.0382,34.0126,14.86,106.83,106.73,45.63,45.51,0.01,0,3.249,3.257,-9,-9,2313.3,-9,7.216,-9,2350.1,2350.5,-9,-9,-9,-9,,,,
MR10-01,K02_07,02/14/2010,160.131,46.971,5262,401.1,397.4,3.4564,34.1523,3.4299,27.1684,34.1524,13.5,119.95,120.29,44.73,44.84,0,0,3.193,3.195,-9,-9,2335,2333.9,7.245,-9,2361.3,-9,-9,-9,-9,-9,,,,
